split,line,source_sha256,flagged_semantic_sha256,reasons,screened_sibling_coordinates,screened_sibling_splits,screened_sibling_semantic_targets,same_split_screened_siblings,same_split_semantic_targets
train,112083,5b8267218c397c5663176879ded1c865e649b32e724d1a2a5127174153402d5b,0b68928fbadac9ed7ca12597d4e2fb1030a19d1254ea3c6c7fe2b001d170fc2a,empty_layout,train:131471,train,1,1,1
train,112202,e3ec6f14393545703e12fb6faad78b3a99e268dd49caae09c629d1eaebf169b6,7513245eb4cec80dc40e51ee2e831757d2d8b84c77a7a8409d1cf48054205ea5,mojibake,train:131574,train,1,1,1
train,112233,f7a8747ab4ff3415c1474941d0ed2d668b00a79e18eef6e7edacbafdc132a9e2,4cf8aea8e8b3c7ce4c75a9610ac5375504abef114da8affe0d195d09ea48e4a3,missing_action,train:131597,train,1,1,1
train,112353,9a9c76cade0b567100b3ad964dd2b66d0e8d5fcbffe4b956298d277d239c580f,49253176ff85984a124d31477c95f5663a0580ea4404aab88aa48e26c7e5b24a,mojibake,train:131709,train,1,1,1
train,112497,f56414d1c7847de50e88261505574566c2bfe8247d7c17af639eb3177888f8c0,c50203eca014c82c9c3bc2c67dd5e8c648235e0673805c4f4b70c0cb65302415,missing_numeric,train:131801,train,1,1,1
train,112516,89193ab148fd7b979e9e15f87657fdf0ccab7aa5247f82a3da889be15a74c3bf,c19f59e9c581e5784d430be1686f6417168790aab5693971536ac056a6659cc9,mojibake,train:131819,train,1,1,1
train,112544,bf76f13df51c0a37334dc8492b4cf1a2a23cd1cab04ae4bb3790569a0fa41285,3994b7b7e29c3cee5b0b27a0241e0599a323da8db3b3e8e1e3424f5685b7bc78,mojibake,train:131843,train,1,1,1
train,112563,9f5093ffbbe5a4b8d41943ccb955ec2b12df6c03bb8a53d2c7b13c2202e2c214,a2b2ddec57e16d44a61f959c4c77390704d625843b52f80a3e0e906b674bd5cb,missing_action,train:131857,train,1,1,1
train,112596,3b2ba19f5d7f59eb72ade54563905f2f7585a09f33339c835b148ee3a1ebf12f,5700c7960584f61f3aa5e667de7bb619551df5b3bb67055d8ea2f5f47b83b68b,mojibake,train:131884,train,1,1,1
train,112631,08b15ecb5a347fd243b2ca27f2d3bc504d75481d3a2d591e078a38bc92f35515,07c13c5f64b44bc2b58209187405bcb180b042332e04053fd277380c8bb0dbe0,mojibake,train:131910,train,1,1,1
train,112821,a502468b37f899e234b7cffbff837a5cbb028d1074068d388d93c136cb4c33ef,1b48407f3c1fb0fc302e10863e7d9967b1a98b025a3108ff88ac28f435502d37,missing_numeric,train:132097,train,1,1,1
train,112840,c6790dc52c77f157080309c65781b2fc0f6f5e1ef08b9514c45b6e6cb7bfcba3,2acc5e8a66964239452844b80878376500b3753d68266c1c0c796f88314bcf6e,mojibake,train:132113,train,1,1,1
train,112874,7d2a5ef16b557f75e202f2b557901fa15f626f0d0e7f44946b93c3ebca92b6f0,a885da0c7463e9b4aa2d5b5212f476ebdcf9516c92dd660f6a0d39ad748121b4,mojibake,train:132142,train,1,1,1
train,112895,0646ddd1b32bc3eb1fa4b4d20a223ea816d9f2bea819c74a7dd3ef6b40598bc5,4bb9f6ce2908d39aa5b80da514094b65ed6346838d6ecf584a898fd334054a95,mojibake,train:132162,train,1,1,1
train,112976,18d25e002a3900728572f156b005794d3e8e59ba7b59e4809462f9399dd4b667,4c7b043a0836433a06d82485f68f00a4d8de5d8e196d9f505a33dc12e594879f,mojibake,train:132208,train,1,1,1
train,113160,6626080e63405ca0e8653f2bbe110f098754156d1bb4563c123f16ed31870c57,03645257dd5f9c14d0e8c22100670c6c595a30383e2218fe311ae21b004a1fc7,mojibake,train:132392,train,1,1,1
train,113283,6ed7114333214a5bb262d833b7667c489bdd4b2f40fa2f914fa27128a66b4003,d52e4e2a1fc53effa8bc8d19067a2235785fcd3972c688fe7d939d8a66445095,mojibake,train:132501,train,1,1,1
train,113404,b0a5602002c140f512cfce15aaa91ad6e4bb9244831a2b7652a3320b9b27615a,a529d88ba27cfae3bb54f0c4290a26ee44291dd14d2a2c3bd021f96602a53a3c,mojibake,train:132587,train,1,1,1
train,113410,2a5f0e125de3c3cf31e1bcf03ec701ed9e5880864b8118a26c2bc9b7817731b7,046a0dd03a98015d088dd6c1cbace1ae02ab85d710bca4aef858f97fd2c64ee2,mojibake,train:132592,train,1,1,1
train,113521,fac2f0b5946b6028418ebbed3e0f7474678665ead27d03cf1815fdf652376aa8,26822db747ca62d48bbb70145744b2f9b367662afa1d3a9849470a57755c84bb,mojibake,train:132646,train,1,1,1
train,113570,f163373420eeacec25797518141cafa47aa7dccc5335ea34676e2786218c9001,f866cfcbd9b6b18587128300fc6fb0bc619db106dcd3ea485e985e03d3448f8b,mojibake|missing_action,train:132682,train,1,1,1
train,113745,059bf6a7b26fbd2825569d8cf1ce301aced9dcae52a74f00b2a4a8b4ee8ba075,88efcd5082b3b02ef2b10c9208efce6f7e5df7fdf277b1aa3e8789657e59b2d7,mojibake,train:132831,train,1,1,1
train,113749,19f4edfe6ec18b01003a8c9dd2c2e05535d58e652d3a6b12a9e450d71796b32d,61a6666cd663118aaa2beaddf8c216e6bffe080ec6f262c27f23d2452823e734,mojibake,train:132834,train,1,1,1
train,113910,6a5528dd771c8ff10c2b4c984ffaa2613b8ea15e4e3efab6cd6a625be1ef7769,535a00d21a0e744dda01af93a3f9172f30cd485e56027b1cdaf6f819dda447d4,mojibake,train:132979,train,1,1,1
train,113946,16adf7b0c7f75ee98452a6b83e11ac0cff989ce9377b01f17bf8e64e47ded1b2,cbedbbe6648f88fe7811d2b8f50678e74f6cdbad6946b286efa172421aa090fd,mojibake,train:133012,train,1,1,1
train,114187,246af8ba4125f3445ce7942250b6bdaeee5552cb8951177c38f64170c4eb4513,36bce0aeb1844d969c1342c348590f99dadea8d03db313f7cbc928f786931ea7,mojibake,train:133190,train,1,1,1
train,114195,048062e10c18a8442958d96812b23537bf857e0d66a55a160942f1535eb01010,f8b6ec0f8f5db9232fdc9df45e16499461270904cb13696f1d4076a15412f9e7,mojibake,train:133195,train,1,1,1
train,114304,386f9d6c65ec1784f37b5ff7909bda01563593faf7479354187c623f36c81dc6,5d49cfa2ed662f6176a5a96d2c14504753d082d7894ea73235c7045134e0e1af,empty_layout,train:133292,train,1,1,1
train,114366,f73de18b4e44ec6195b84c2be7c4c7b3a7c41cea61704cde216102941031496e,44c1d4ac7961350a4e356b66834126c6d9b5fccfc559105e87a3f3247c05a917,mojibake,train:133341,train,1,1,1
train,114385,dd2b590f59e47dbaff9eb53cbffed51849d0c8cb2d46e3689450183df17d65cf,a99d9c29f8e62f020199d1b6846be2ada619a27ff28a4cd5763e85411b55d219,empty_layout|missing_action,train:133355,train,1,1,1
train,114506,8317870785d2a8d8e69140214945d6e9f6742832c2aa8bb7846a6d2465481401,3abcd2449a67f607da89344b248c521f9550caf7dd5d62aac85476302a114855,missing_action|low_lexical,train:133429,train,1,1,1
train,114620,0eb98334d3ee98783518f7fc41e89cc1a43aafe9bca1bf2b775e53296caaf62d,947b9ca78e9c80045b127ca967d76dbeafc12973ed0365639a50c406709d86a4,mojibake,train:133520,train,1,1,1
train,114710,7a17a9530ac149800864a0f35a38d2529c0a957ae0ca1a1af61f4772b1d07cbf,41f755e28dafcdd72dd30eb168d31ac6f7ffe4fb4b07ff234ac8bbde49f88b30,mojibake,train:133594,train,1,1,1
train,114720,5521148b549d685f1636636084988f5bc5bb3c082fe1ab4519955b9ec0b12ee9,9ee8166cac03ac6e8e21125a8c521fd55254f4a2549585bcf4aa81496aae0bdb,empty_layout,train:133601,train,1,1,1
train,114752,8ed8d4ffbff3c8c6a26d70956c79de43d923f11ce64b2a62fc52b0b6f411b195,4129ce6f0707058dce966499278dd1e1a8f865af88cc0432e162a4077277bcd1,mojibake,train:133614,train,1,1,1
train,114954,e30e294303dc8916308d912bfc28588f8e03f4bd7b65133e30bbb0dc85278ac0,cf0b2a12b1809283e7a98bc01a9debaf7d765bd4aaa6b55db01697a893a30376,mojibake,train:133750,train,1,1,1
train,114957,437231b9322dc77f12aeb49a7ac65265609b0c25c59b05a596879ca41293b15b,5d774cf3b5443b75570a310a7755b056345ff04dd58a809c831d2813d7ac8267,mojibake,train:133752,train,1,1,1
train,115038,db9ee4ea05a43c45169ffddf02d367d1b93fbbb69e6d12c94e2488418b768fb3,40a425e1528b5c1a52f570f8bf84dcedf008e7bf535f263819687943a704f163,mojibake,train:133768,train,1,1,1
train,115235,600d5a7bdafb70ff551bc2e2dea81ca533372329d8a8362e94adea47858e72a5,90d1bb84c233b8d3d922560b5a16b8044d91279872854aac32e9eb02be6197cd,mojibake,train:133892,train,1,1,1
train,115250,39064aa7e692cccdfad4744757a7e1c7117e1cda713bb7a1f54370a99ed608e8,c0f533370caee6c37e551afe34711d32a434d9700932353cda942d5fb76a7195,mojibake,train:133901,train,1,1,1
train,115349,4342418740677c4a6fe407cbbbec53e3ba91250935a57806b45106eaa70e2116,6c1dfc0e3ab6931c0dadacd60bef3ca5af32a51a209b958db398a9914392c7e9,mojibake,train:133991,train,1,1,1
train,115450,3950e25bddd79ce29963819fafb08ab58553de0197eb6e7dc08241b093484d1e,75941b1e46677ff939c8120fd909052e5c8b6cbb5a83c29b7f59bb0c85b151a4,mojibake,train:134049,train,1,1,1
train,115633,e772a7c1b3b9d9137f795d766386d1759d6cbaf8e8b9480f1d50b62123638ddc,55f45d6afd91d5f563dc044a44bf0d9155c2ea6ae8164c5fba3131f57f2c736f,empty_layout,train:134148,train,1,1,1
train,115648,fc791d995459ede15fa04f7c48f5dd7bb272e828c6c9a92b69ddfbb11361041a,6f94f2c02032bfe64805290267b3168ba36791ccf3b1c31572eb0f446c41bf1e,mojibake,train:134156,train,1,1,1
train,115796,337ff4c9f65865f0a17896f7ce33877ff2934b14efb9ba75fc9ca0ca155f9b6f,251343e3981de2013e03fa39a3973d71fe5f571cc9e8a3c14cbb8fed2c2386a0,mojibake,train:134272,train,1,1,1
train,115960,f99a5c45982cec26262c5068224ba43577353454e1da767f9e08da88ff416767,b41054105cb0de34f939e7f47516a2777982c913f2d2cc5a11e2872fb0de7808,mojibake,train:134380,train,1,1,1
train,116021,456f22032aae0b2c63189aadac859b5f28d0aa6ae43ba22459c5ce6b526e9c1d,993560159c5924f3d7d707458b234ee613346f178c4121c090f66b1c3668672e,mojibake,train:134403,train,1,1,1
train,116028,8b0b405c2540940b7956d27d9a5636943d695ea2a31a186beceb5f2be41a36b5,c49901537db4d57f0ce3d4aed7bf799b8af0cc23502bff418e14cca969be2497,missing_numeric,train:134412,train,1,1,1
train,116078,21065224d06c21d4a0d9a7aeed0a17ea112c7394cced331cd123b8bc5de84575,e9cea35d6aeeea55b9dbf24a3376ab4b9ee93003051b20227734ad096141061d,empty_layout,train:134449,train,1,1,1
train,116088,ead75e5942b383fabca5a67cd511668be016946212404c215660db22470c9462,b291990bcaa0d8a79d56d5f4c3cf61b8d2222079c30080f9bace8f51d1034b8e,low_lexical,train:134459,train,1,1,1
train,116120,f40550a89f89b33e2305c3ceeac826b12cf0fed98d88cace81c5a7f9f7e7c472,523ce7373ee2816cb2ef45bc318f697dfc55d7b54b2991a4a08a98cd769108f9,mojibake,train:134475,train,1,1,1
train,116138,159a11744013a202603ee266c137bb07ceb6c443d2fcf3096caa7086586909a5,68356bc2989a331a2c20cead2e8805f3e9d443fc07d71cb9196eda4ab3a8a68a,mojibake,train:134487,train,1,1,1
train,116150,31a2225043614bc646192c959caa1bf22a07e98f87a03540e0325634a013d5ab,5f443cf5ccb4b61b66f1842ed00062795a36659748f5781a9319cf3039e2a419,mojibake,train:134496,train,1,1,1
train,116171,e54f90658cad74206db1ac0d78a3928c67c19c281e45406e9a8ae644f2403d81,16c6ed6e04410768d501ea5c2534e87433c275c8915ed0718fe02ce89fc2e68d,empty_layout,train:134510,train,1,1,1
train,116278,9a1d1990022c38839ae351d75b38ab910f94e3e142a48a0a39dcc93e89b73ee1,12d057c741d993f3607c8c2cf970e5faf11adaaa0fdb172d32b1d6182b8fe50e,missing_numeric,train:134579,train,1,1,1
train,116321,cae0a6eed8eab10c145c39e45b3b7fa4038580cf6653196baff1e182eeb82e68,d63d362afe0c4cbd2cbecb125d3751fd4a8ad8000b19a2a91b6332553278aaf9,empty_layout,train:134625,train,1,1,1
train,116341,1ff1aa98fea7601d743f0580ca74ea3cd2b2673cfcda42540681dfd76de069c7,b8e979fda706c461aa73f87a35b1202d0636753fbf40996ae81dabaae179b424,mojibake,train:134644,train,1,1,1
train,116575,5583371af99135b91cfa5c7e4666f72a8e358bf959e3b9613a4fcc170bb6fb46,d9d4d8ebf2a6f5568ccae0ae0c8568e1182d75719ae5db9ad64bbdaaed5859ed,mojibake,train:134783,train,1,1,1
train,116646,d6e87fd8a52269ac99070f1eaedb1f34c8b7d8ab06f482f9afb8af18753f8b6d,3c6db506aca279eddc58cbb3c8f210082cb178aa6a7aa44f710ffb555ad1f89c,mojibake,train:134835,train,1,1,1
train,116647,f7fa5bc3451d68852974c9ab89e60b803eebf186744e6b85118971367f5a7463,d6823fe50ad1dfb4373598ace26885edf75043131d18438127c0ca2c87a99471,empty_layout|missing_action,val:817,val,1,0,0
train,117005,12d3a94ab67a8ced511e057236d1bf7394d37e8a0db118d994a868614e9b6d8f,8a52a11b2dc7525e3a7d366624c0d3b2e22fdd2a0758b75dce3d72f3eb351703,mojibake,train:135111,train,1,1,1
train,123585,7857ec2c7130e9e1599e59b2242c98b3662234a6cc62905396cbf30725b53fd0,801e91eb8d7bf43d8dee87c61254a135448c4e25cf2ad6a0c59c3c7da8df7d8d,mojibake,train:79790,train,1,1,1
train,123606,777c06a02fee2c95874f606ec2a3659ad56a6448105bf80ebed896b613a1a998,9a621f7ae37801f3b8f88ced91cbb192236e483033e45831197f33f4df289dc1,mojibake,train:98932,train,1,1,1
train,123642,26ee9052d2dcb2634b613f22603e4f7e42160d1c79d8f0a2fcdfdb8be2113181,80ecadb606d1aac0904333cbb66e59b761fa8e0723b8f1b7cd8f0f7c6727697f,missing_action|low_lexical,train:98980,train,1,1,1
train,123663,6ef86fabca143c79fcfc23f21bde9d01edadd75ca027fa5ba841f7410ff84828,be569985bcd064732bb1b140842c601b3308d5373a3b2f7af9d6d3d308e356c1,mojibake,train:99006,train,1,1,1
train,123677,6e316860f2aeb9602d724bd2dd56d41e8cfc4b16c6236e432725a0dea1a546fd,697085b15b2e9eaba4abf0ee42376b5939a1d6fe0f252bd27fb356f977bd2f7a,mojibake,train:99029,train,1,1,1
train,123736,3c4b4193b4809a2b2e0b044e3f18c6b23cec4036c067a744c73baacd2f6c52de,d6986679142623a912e5b91f6ff7d4463cc23e8b0f3817e4b5aa4042d04fe121,mojibake,train:99112,train,1,1,1
train,123778,174f76e8cd5b67e681ea8f7490dfcd44edb793f041153adc7671649e485dcaa7,c958a329944ec6e77aa667bc4270074c4eba333a7d7394f5c5421a5eef7ed80d,mojibake,train:99152,train,1,1,1
train,123784,fd45d5e601f57b4cf0d703db1cc24121109f6c1d78663d84ac7d0577d75186e3,18f5cc2a4352221df355620c59f6855398fe01619ccab37ac9fa057e056313e3,mojibake,train:99158,train,1,1,1
train,123789,2b5030abcdfbe1c0d1aefe1c3145a40294d2fd506efaf70f99cd15b086d46670,e2e03656a91793060ae294b468242d39540688234c4de60de76c2a2fe109d4af,mojibake,train:99163,train,1,1,1
train,123791,e0fddd97e93338cbd79b27534526f6de10d03bd59bbe25e9fa6d5ec728ff74ef,818449a686a6387f25a468cf21479c65b9a9375de12ce271e4538a1326c0986b,mojibake,train:99165,train,1,1,1
train,123802,810043a3986073c6ae54b66087dcd88436f0e4eed6b7de49b67fc6cbe5f0b366,5139aa363ef637c391d582e81e9fa2c10a568c8b4f793f8ebf1e805aac342bef,missing_numeric,train:99176,train,1,1,1
train,123905,6bce79c407df1d752dfc87e0b50d477bab61fe165afb53456391560541788a9b,e6c7cca748c070b012a3cc043c30d9379bd2c350cb394cac36810d309267e655,missing_action,train:80171|train:99278,train,2,2,2
train,123936,0993512df5e64780676e9c54cca35e80941c15f00daa2296c83b2c23d55e9b2d,5a9d4aadd3cb6fc407698c0bff7954316090abc7bf9387b40e0e6c9808863736,mojibake,train:99305,train,1,1,1
train,123945,106955638d049119117708245a4c2c7aca4cd0e1e887ed22b88071da1de17e95,2bbc4d7688aab76e4cdd481424ae6a1a6a18acfedf881aaaf82e384832dfdcd7,mojibake,train:99314,train,1,1,1
train,123975,677b130a7ebcc90aea814ef96f18664023f257a9ac42fdc66b9e635422b8762b,9618a93d0b47a7a5bd25ef309a2cef76e54b04d2affa5a03fc40156ee51472f2,missing_numeric,train:99342,train,1,1,1
train,124065,dcfd1b5b1a91380c687607e94d2601aa368a2dab90625fcc839814e677cb5b74,399dec5cf7da89031029532489845cb28f71906d7c7a786c3804a9999b810578,mojibake,train:99434,train,1,1,1
train,124076,ab8c067c64b29e5cc1d6f3730d5f9d75fc0c45a61f6ff0cf70b3031de67d6965,51e32a20ab97d6cc8487bf608d43c2d98de90ee82178da6e02b8b30e3e7faee6,mojibake,train:99447,train,1,1,1
train,124183,fbf5fd0a03e9c364a32edfcc354dc23d7b61b494d490a18d9caf5da6f70341e4,355ca9f1bf813612fa626895ae4b6bb10f8b6a980566b3cb3e6ed333298dd56d,mojibake,train:99550,train,1,1,1
train,124264,d76ba6552a565fc4f8e49af7902a9cd587bba85a930f17d85193872b0818fb63,1f3b23607dfaaacbff683bfe511d64cba3e8c1b24d155080bb3bdd7e9f97b073,mojibake,train:99629,train,1,1,1
train,124266,922ff8e1d1d9367d3b6e687c1ff66d7ef532a8a768db7dc07e09e22a16fe55ad,09aae8d5384701297fdea3977b6ffd7a2ff1bd76d94e69ad69c2521622cf49c7,mojibake,train:99631,train,1,1,1
train,124324,2a0305922fd523dca67d87e7a3dcc85986fabcc4d66ead4542df9146094c28e7,734d4a0e8f00e8f05d51ea5d35bc4069a6505a21afac95e53ab6cf060fd4fbad,mojibake,train:99690,train,1,1,1
train,126758,37f54b198dbd0c0037148b546961a06361eb21f0754a02af46be73c5a93c6997,546967e9752e73c8eaf450bbd39d6776cd46971dbba7b674f60698c7e84e59d4,mojibake,train:105892,train,1,1,1
train,126766,6c5a1c2df668b78a5aeac23d9d924093ec1d8df1771486b8dbb7d161d9ef6aaf,f3b0b30aed2296431715c72e454e1b3a804aed5dafa44948c8ca7e724a9e9688,empty_layout|missing_action,train:105898,train,1,1,1
train,126820,448fb1da53d897171322af7e5699ed1e96f6c16b004f521efdd6437465b01019,b0961d7e68abe7dfb33daee8ccbef041a163d90586eb29e413a716ea4bf6186d,mojibake,train:105950,train,1,1,1
train,126821,e3482dd15f4fb6a626bfccf777e7faf83fd36f62b22b33d7e09f7074ff5b7a55,26eb2c9c162b36e45179b0b4b33cd247c7921466a64f43aa81dcc06b61ba1136,mojibake,train:105951,train,1,1,1
train,126822,a223d0259691f6828cdbbe89ca9228e3ad182a815cf35c46a1ff05cd7c9596d7,1fe5167af64f06703b0aecddbfc906b64f5c571e0d982f38ad38932fc95047e7,mojibake,train:105952,train,1,1,1
train,126826,fd529c96e09223d18eef11a062e4cd41043e5ba4012fe793192a26900109a3a1,394fbc0a86e3672894acb6d3145035363e5d7627285755cebb31c84eeeb7a217,mojibake,train:105959,train,1,1,1
train,126923,cfcc20969b7cb33ddcd574f6b10f583be559fb4e0ba541ee785e0ea7a49b07a1,6cc5344c24dc7575ff820363ddd6c098e45d8763a21b2b9d98ec3aed806f5367,mojibake,train:106066,train,1,1,1
train,126940,088321c44294a1ada28a117de4713610668cf3822761260c8672271cc888f139,62b811509d286f3322b8b943b5c32ffc3c8d252471fae65fab99dd93a03adac9,mojibake,train:106089,train,1,1,1
train,126959,1ddd68640b8da276c654876d32b3bced0a8daa5ed160c823356befed2521b485,24dc337917def4596887a92c17d9dc7c3b111b68237d50a0d8eef4c971ccd517,mojibake,train:106115,train,1,1,1
train,126984,8138203d9f932566af9350c8dab7f8bd31710f6ea61d1b1693cd0cee3d19bdf7,0ffc19bfb1d092e90c230a1c36f04bb201446abde29f8a02d00d6e3d22476105,missing_numeric,train:106147,train,1,1,1
train,127038,3c28513cca1e3e139459687e7357ab7c1a8cf58d4eec7ab00e0b505b2ee3ec2d,226f66eac110c9a2cf93b09ddc8f46fafddbb231953394dc14c22dbb349a2943,mojibake,train:106272,train,1,1,1
train,127086,e598cf1a7b0b150b76874494fa596fb904e57db547f6ac3214d6a6ca9e02b601,b6c48f3ee290231ae81226f953bfc76ef1f7a3cf4a133661b14c2ac37e704e06,missing_numeric,train:106347,train,1,1,1
train,127173,52ed999a7ca2a3562844a224dd4092f2caf6bac200fccc34eb7adaa105693fc1,b55be6dce362327de8aebef0103059d45c5289b67e7c9afbd500cd613723997f,mojibake,train:106461,train,1,1,1
train,127183,7e59fbe54a59b094f6a4494a6341b1666110c2001fc9b9a2a7fa5fc0f753a8fa,f064ea54c087d427fb439f6fe7393aeeb466aba26b00371b5e435876ca1577fe,mojibake,train:106474,train,1,1,1
train,127185,a58c3dc5893fddc49a8b51da9d070171faf0ddfc0f5371672056e7a9bb08878b,5faf49213a6c53d3175ae07af967ff0a2811d9192d425ecc0e314fa7564a973d,empty_layout,train:106476,train,1,1,1
train,127260,9462781df298649e38adc398fd0c51580333de8268e6973e96f6c1107c5310a6,014e060aa7dda6117d0a12669fc83531dace543c3088340ba19986777694f9ae,mojibake,train:106567,train,1,1,1
train,127324,a28007cca1836c65f8493b19354e79821a6ac807c459510e2f6b511ecfa6e27d,0d6cae56c50df988f8669705e4e31dfdb97a688bed1897bad90a7b5989eef314,mojibake,train:106658,train,1,1,1
train,127415,897623087493c83400f991dbd9bafb4e816a64a79f978561ef0b138c2232c1bd,9c5f5709e2e317ef53d737804642b34f4ce1b9f017e8af3141ac1da0fe7ae51c,mojibake,train:106819,train,1,1,1
train,127471,27fe63755095acd5e3bd90e67d8b7762e58c292dc8999714ea152845d0cb3706,27ce28e87af2b84abc5dd08c7abe9ed77e4cbddfdf2177a4abfea6ab13148445,mojibake,train:106898,train,1,1,1
train,127475,b6a319d1b91756a084999fea1097b71004665babcf9de9e3858766cef2b66afa,9accfa5f263bd9e58d801038aa1660dbbb4c77bfd31323bf24776e99eda6e548,empty_layout,train:106904,train,1,1,1
train,127476,c83352b2790db49be1ceaa135725d117b237a9f2bd07e9458d66b4aa17355e63,ee2574bf1b38421d71579c898d5a233a6c19d9420de56cc41cc8ac0e73295416,empty_layout,train:106907,train,1,1,1
train,127481,39add1162b0344098553e92810393fd3959fe71948c0f7146da39fe9a525663d,755109ab0ce4cd4bf70a710b6f0730035aef417c183325f96008eaa540d6f16a,mojibake,train:106919,train,1,1,1
train,127528,5c6c3828693b5f32c43daadc0371c1e9b77221b66aee68bc5900aa9348dca354,fa61ffcefff81b09e6503febaa6b752481c8030f1d03aaae981530858057ee8f,mojibake,train:106960,train,1,1,1
train,127547,46817299aeb46d7042a5edb2b7bbc8562fe11ba3e2c343c773652e86d0fdacf1,1bf0f439747c420e84789496bcfd4c2121508b3cb1e4620749dcf8e198fb11ac,mojibake,train:106989,train,1,1,1
train,127564,7b03ad4ceca090841adff7b671fac41413c0368fb2468fe9964387ec72dd7969,c583246d441647df1e9d70614e8c5710a13ca69efd2932d4012dcbbd1eb07bbc,mojibake,train:107014,train,1,1,1
train,127630,b4c60d7a6dd3e727334bdd2b036a967876108b06bc08d8f5676102c03bd8f5d4,3af06aeb2b30d6d5e5c72b78da81ffd330205d2491464c224362bcbdb3d66a13,empty_layout,train:107095,train,1,1,1
train,127641,97af96eab6f4e396c41d24d6b70e12010ef6c5b2c2d2c63579e62cd6b81174f7,3f2b909be7a9f3a621d857af5d31afb81afa0c431cc97c63f1652925379f2403,mojibake,train:107107,train,1,1,1
train,127665,d1978f03db77be605c63a65c86066233a5cde1a74008c4e6fa177ae3e376687b,4acc9d28a51c582c0a18ea03216d3c8992b74049c0f1cf94e4b845d2b25d9df0,mojibake,train:107137,train,1,1,1
train,127750,44046abc21da49a7f42e91966b6325e5600b4c082828d3212f14385ee2edfb3a,b4c0fdb096c1dc1d4e706102a6094682e5d8f02628d7e4277d2035641eebbfe1,mojibake,train:107297,train,1,1,1
train,127763,1230e5c0d8d15bfe371f3313686afb08612421193be9a3a5643c04d48337c7db,06566a9f7da7f42df0d8485f27016e732f613175d58002cfba476f1414125e6e,mojibake,train:107317,train,1,1,1
train,127783,014de262bd5850f0b314d919b171251bf55016aeecc18a3e019bc4925e952631,0190f5d1481ed6af8c98343ebce8ce4e62cad66cbc6787ddf25167c1b370e58f,mojibake,train:107347,train,1,1,1
train,127894,25ec6830d431c224f335e6f1c6ed542bdc99cfda6f9011ec1bfc915a375dd3dd,9566a260fee4c0aaadd22fdc49f4b8fd19d5852e03dc15a4bb855000dcd54e4d,mojibake,train:107487,train,1,1,1
train,127899,0002971561fe3c8ae090bfb4bd13861539746e5a824a1d10312aeea2512b818e,e621d280d26ad6419602f739dacf2dd94ae7865e3f07a1488707b25671e8f4fa,mojibake,train:107492,train,1,1,1
train,128007,f4883b2cce947817b8216a589f0fd4dabb0e0a59ed1f4d7826a114aa7b453286,fbd1b2602c125b6e56d87e8651f3cc3800d2bb22d976e79330db32875474a818,empty_layout,train:107619,train,1,1,1
train,128135,7d7d6339955fa5c812687d0efdbac63fd5cd39cee25b2ae6fa7c2f6f66c00906,2b7b9f9ff9af94e1715a4f703dc181ae371ef6051f7a1053acb284ffbe89c341,mojibake,train:107814,train,1,1,1
train,128143,d6540cf8ab0698ebe3954887f10c63f1e6cf0bd00d7fbcebc17034ca24954be6,f0e19cfb37555cc367cf63348fbb1c6886184c0aa4a9285f25e9b63644fc5fa7,mojibake,train:107832,train,1,1,1
train,128177,4900eecde00f4492f7e581232f5471d7aa43ae50237f0c2c233fdc5961af15d6,c2b72f454698bdaabe75dafd00f3eda95422fc55fde23903c2e8de95be15b15b,missing_action|low_lexical,train:107883,train,1,1,1
train,128296,bfc59f6e9c68b261cf3a95dd48244ec65f73f210b28372c0d4b9731d69a8bd01,1d12814e23dd87dc82a996e1ff0de1181250a53df005dc6defbe66e527d1bc97,mojibake,train:108007,train,1,1,1
train,128303,a0283e27caff37131c600b82703796f63a6110a5fc4c169b58c9272d0ff01156,4352df02edfc3b32193b5ce27b0233f920e40c84351485de5e4166e7c6763ef5,mojibake,train:108016,train,1,1,1
train,128403,a9c50517cd49a0b3e0f529341e1313025eb58ac854fcb914a611acce0b62eef7,07fadfd4ffcbcd5fc3510486d791d6efb98bfc899ee94552dcae8ceeba3c3b60,missing_numeric,train:108120,train,1,1,1
train,128513,b5278aebf69886082fcf1ac8942a3b096a82fcd33c1e92daa8f8cfc5b5db36b7,aba240a684173e9a8e846c33ce4fd0414dda97c84bf46f0ee00a83fb88cc461b,empty_layout,train:108251,train,1,1,1
train,128523,49921e241a0e64f96c8a6a4e781daad7b13ecc4d748d734d7d18e169a3568f33,29295d223319d081096aa65b9fe9c42619ce27f3277903ec9009acb4b9423ffa,mojibake,train:108265,train,1,1,1
train,128545,c3ffd6633c01f1efafa36b403321a4d9d94a1609cc90ac8359eac8b071fc4102,bd0a7ffd2c96b17cfbaaff21475756958f9ef0dc35ed9be0be9a821d4f2648e1,empty_layout,train:108291,train,1,1,1
train,128608,b0fb880d223cec5cbe23dcb5e7cc89fd4ad37b0410dd792226dcb38588ef53a0,50eecdf1688b8a069a67aefd33d08598af6cd52acd9d4aec603761c74b597972,mojibake,train:108411,train,1,1,1
train,128647,dc2c7806a7a86a1c31805f56ced6f15fff41d8fd7806a9404a9ba53d0546e2bf,4aa4744952ae896de2bd7d053bfafbd5f25b77e35b7c83098dd5c3bb7132b022,mojibake,train:108479,train,1,1,1
